Kingdom	Phylum	Class	Order	Family	Genus
ASV_5873	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella
ASV_5874	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
ASV_5875	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_5876	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga
ASV_5877	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga
ASV_5878	Bacteria	NA	NA	NA	NA	NA
ASV_5879	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia
ASV_5880	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA
ASV_5881	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	NA
ASV_5882	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_5883	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV_5884	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5885	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA
ASV_5886	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
ASV_5887	Bacteria	Gemmatimonadetes	S0134_terrestrial_group	NA	NA	NA
ASV_5888	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas
ASV_5889	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella
ASV_5890	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_5891	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_5892	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaerosporomusa
ASV_5893	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_5894	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA
ASV_5895	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ASV_5896	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter
ASV_5897	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
ASV_5898	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_5899	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_5900	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
ASV_5901	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella
ASV_5902	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV_5903	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	NA
ASV_5904	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_5905	Bacteria	Acidobacteria	Holophagae	Subgroup_7	NA	NA
ASV_5906	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5907	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_5908	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_5909	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
ASV_5910	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_5911	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Tychonema_CCAP_1459-11B
ASV_5912	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
ASV_5913	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_5914	Bacteria	Acidobacteria	Subgroup_18	NA	NA	NA
ASV_5915	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_5916	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067
ASV_5917	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA
ASV_5918	Bacteria	Planctomycetes	Phycisphaerae	mle1-8	NA	NA
ASV_5919	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
ASV_5920	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parablastomonas
ASV_5921	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter
ASV_5922	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA
ASV_5923	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	B1-7BS	NA
ASV_5924	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_5925	Bacteria	Acidobacteria	NA	NA	NA	NA
ASV_5926	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_5927	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
ASV_5928	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
ASV_5929	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Minicystis
ASV_5930	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA
ASV_5931	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
ASV_5932	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA
ASV_5933	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
ASV_5934	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
ASV_5935	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	NA
ASV_5936	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA
ASV_5937	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV_5938	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_5939	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus_Entotheonella
ASV_5940	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodopirillaceae	Defluviicoccus
ASV_5941	Bacteria	NA	NA	NA	NA	NA
ASV_5942	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gemmobacter
ASV_5943	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV_5944	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_5945	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas
ASV_5946	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_5947	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea
ASV_5948	Bacteria	Latescibacteria	NA	NA	NA	NA
ASV_5949	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
ASV_5950	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_5951	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_5952	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV_5953	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV_5954	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA
ASV_5955	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA
ASV_5956	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
ASV_5957	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	NA
ASV_5958	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1
ASV_5959	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	NA
ASV_5960	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
ASV_5961	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_5962	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV_5963	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_5964	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_5965	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	NA
ASV_5966	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	OLB12
ASV_5967	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA
ASV_5968	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA
ASV_5969	Bacteria	Gemmatimonadetes	S0134_terrestrial_group	NA	NA	NA
ASV_5970	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_5971	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA
ASV_5972	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV_5973	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	NA
ASV_5974	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	NA
ASV_5975	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	NA
ASV_5976	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula
ASV_5977	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_5978	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Plot4-2H12
ASV_5979	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV_5980	Bacteria	Gemmatimonadetes	S0134_terrestrial_group	NA	NA	NA
ASV_5981	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_5982	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV_5983	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	Stenotrophobacter
ASV_5984	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	NA	NA
ASV_5985	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	NA
ASV_5986	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA
ASV_5987	Bacteria	NA	NA	NA	NA	NA
ASV_5988	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Angustibacter
ASV_5989	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella
ASV_5990	Bacteria	Elusimicrobia	Lineage_IIa	NA	NA	NA
ASV_5991	Bacteria	FBP	NA	NA	NA	NA
ASV_5992	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia
ASV_5993	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA
ASV_5994	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage
ASV_5995	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	NA	NA
ASV_5996	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	NA
ASV_5997	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	NA
ASV_5998	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella
ASV_5999	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA
ASV_6000	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_6001	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_6002	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_6003	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	NA
ASV_6004	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_6005	Bacteria	Bacteroidetes	Ignavibacteria	SJA-28	NA	NA
ASV_6006	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA
ASV_6007	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
ASV_6008	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia
ASV_6009	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	NA
ASV_6010	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
ASV_6011	Bacteria	NA	NA	NA	NA	NA
ASV_6012	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_6013	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_6014	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6015	Bacteria	Actinobacteria	0319-7L14	NA	NA	NA
ASV_6016	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_6017	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus
ASV_6018	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus
ASV_6019	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA
ASV_6020	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter
ASV_6021	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_6022	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV_6023	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA
ASV_6024	Bacteria	BRC1	NA	NA	NA	NA
ASV_6025	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_6026	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_6027	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
ASV_6028	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
ASV_6029	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	NA	NA
ASV_6030	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	NA
ASV_6031	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Herbinix
ASV_6032	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
ASV_6033	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Cupriavidus
ASV_6034	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA
ASV_6035	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
ASV_6036	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Hydrocarboniphaga
ASV_6037	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
ASV_6038	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga
ASV_6039	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter
ASV_6040	Bacteria	NA	NA	NA	NA	NA
ASV_6041	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
ASV_6042	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA
ASV_6043	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
ASV_6044	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_6045	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6046	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_6047	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_6048	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_6049	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
ASV_6050	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Cylindrospermum_PCC-7417
ASV_6051	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_6052	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_6053	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter
ASV_6054	Bacteria	BRC1	NA	NA	NA	NA
ASV_6055	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_6056	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA
ASV_6057	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA
ASV_6058	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
ASV_6059	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_6060	Bacteria	Acidobacteria	Subgroup_17	NA	NA	NA
ASV_6061	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Belnapia
ASV_6062	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_6063	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV_6064	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
ASV_6065	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA
ASV_6066	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	KD3-93	NA
ASV_6067	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
ASV_6068	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_6069	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_6070	Bacteria	Latescibacteria	NA	NA	NA	NA
ASV_6071	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_6072	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
ASV_6073	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_6074	Bacteria	Actinobacteria	Thermoleophilia	NA	NA	NA
ASV_6075	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA
ASV_6076	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	NA	NA
ASV_6077	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	NA
ASV_6078	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	NA
ASV_6079	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Herbaspirillum
ASV_6080	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera
ASV_6081	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
ASV_6082	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_6083	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis
ASV_6084	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
ASV_6085	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_6086	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_6087	Bacteria	Planctomycetes	Pla4_lineage	NA	NA	NA
ASV_6088	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	PAUC26f
ASV_6089	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Zavarzinella
ASV_6090	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage
ASV_6091	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA
ASV_6092	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17	NA
ASV_6093	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes
ASV_6094	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga
ASV_6095	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia
ASV_6096	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_6097	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Tahibacter
ASV_6098	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA
ASV_6099	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_6100	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_6101	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Edaphobacter
ASV_6102	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus_Entotheonella
ASV_6103	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodopirillaceae	Defluviicoccus
ASV_6104	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Albimonas
ASV_6105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Methyloceanibacter
ASV_6106	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_6107	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_6108	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	SS1-B-09-64
ASV_6109	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6110	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_6111	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa
ASV_6112	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	NA
ASV_6113	Bacteria	Acidobacteria	Subgroup_5	NA	NA	NA
ASV_6114	Bacteria	Acidobacteria	Subgroup_5	NA	NA	NA
ASV_6115	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA
ASV_6116	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_6117	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV_6118	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV_6119	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia
ASV_6120	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA
ASV_6121	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA
ASV_6122	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV_6123	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA
ASV_6124	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_6125	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	mle1-7
ASV_6126	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1
ASV_6127	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1
ASV_6128	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia
ASV_6129	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA
ASV_6130	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA
ASV_6131	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
ASV_6132	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02
ASV_6133	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
ASV_6134	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8
ASV_6135	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_6136	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_6137	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_6138	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Paracaedibacter
ASV_6139	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_6140	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA
ASV_6141	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio
ASV_6142	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter
ASV_6143	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas
ASV_6144	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
